"word","pinyin","pinyinf","category","meaning"
"成效","cheng2 xiao4","chéng xiào","",""
"成心","cheng2 xin1","chéng xīn","",""
"成长","cheng2 chang2","chéng cháng","","成長する"
"程度","cheng2 du4","chéng dù","","程度"
"惩罚","cheng2 fa2","chéng fá","",""
"诚恳","cheng2 ken3","chéng kěn","",""
"诚实","cheng2 shi2","chéng shí","",""
"诚挚","cheng2 zhi4","chéng zhì","",""
"澄清","cheng2 qing1","chéng qīng","",""
"城市","cheng2 shi4","chéng shì","","都市"
"呈现","cheng2 xian4","chéng xiàn","",""
"秤","cheng4","chèng","",""
"吃","chi1","chī","",""
"吃惊","chi1 jing1","chī jīng","",""
"吃苦","chi1 ku3","chī kǔ","",""
"吃亏","chi1 kui1","chī kuī","",""
"吃力","chi1 li4","chī lì","",""
"迟到","chi2 dao4","chí dào","",""
"迟缓","chi2 huan3","chí huǎn","",""
"迟疑","chi2 yi2","chí yí","",""
"持久","chi2 jiu3","chí jiŭ","",""
"持续","chi2 xu2","chí xú","",""
"池塘","chi2 tang2","chí táng","",""
"池子","chi2 zi","chí zi","",""
"尺子","chi3 zi","chǐ zi","",""
"赤道","chi4 dao4","chì dào","",""
"赤字","chi4 zi3","chì zǐ","",""
"冲","chong1","chōng","",""
"冲动","chong1 dong4","chōng dòng","",""
"冲击","chong1 ji1","chōng jī","",""
"充当","chong1 dang1","chōng dāng","",""
"充电器","chong1 dian4 qi4","chōng diàn qì","","充電器"
"充分","chong1 fen4","chōng fèn","",""
"充沛","chong1 pei4","chōng pèi","",""
"充实","chong1 shi2","chōng shí","",""
"充足","chong1 zu2","chōng zú","",""
"崇高","chong2 gao1","chóng gāo","",""
"崇敬","chong2 jing4","chóng jìng","",""
"重复","chong2 fu4","chóng fù","",""
"重新","chong2 xin1","chóng xīn","",""
"重阳节","chong2 yang2 jie2","chóng yáng jié","",""
"宠物","chong3 wu4","chǒng wù","",""
"抽空","chou1 kong4","chōu kòng","",""
"抽屉","chou1 ti","chōu ti","","引き出し"
"抽烟","chou1 yan1","chōu yān","","タバコを吸う"
"筹备","chou2 bei4","chóu bèi","",""
"踌躇","chou2 chu2","chóu chú","","躊躇する"
"稠密","chou2 mi4","chóu mì","",""
"丑","chou3","chǒu","",""
"丑恶","chou3 e4","chǒu è","",""
"臭","chou4","chòu","","臭い"
"出","chu1","chū","","出る"
"出版","chu1 ban3","chū bǎn","","出版"
"出差","chu1 cha1","chū chā","","出張"
"出发","chu1 fa1","chū fā","","出発"
"出口","chu1 kou3","chū kǒu","","輸出する、出口"
"出路","chu1 lu4","chū lù","",""
"出卖","chu1 mai4","chū mài","",""
"出身","chu1 shen1","chū shēn","",""
"出神","chu1 shen2","chū shén","",""
"出生","chu1 sheng1","chū shēng","",""
"出席","chu1 xi2","chū xí","","出席する"
"出息","chu1 xi","chū xi","",""
"出现","chu1 xian4","chū xiàn","",""
"出洋相","chu1 yang2 xiang4","chū yáng xiàng","",""
"出租车","chu1 zu1 che1","chū zū chē","","タクシー"
"初级","chu1 ji2","chū jí","","初級"
"初步","chu1 bu4","chū bù","","初歩"
"除","chu2","chú","",""
"除非","chu2 fei1","chú fēi","",""
"除了","chu2 liao3","chú liǎo","",""
"除夕","chu2 xi1","chú xī","",""
"厨房","chu2 fang2","chú fáng","","台所"
"储备","chu3 bei4","chǔ bèi","",""
"储存","chu3 cun2","chǔ cún","",""
"储蓄","chu3 xu4","chǔ xù","",""
"处分","chu3 fen4","chǔ fèn","",""
"处境","chu3 jing4","chǔ jìng","",""
"处理","chu3 li3","chǔ lǐ","",""
"处置","chu3 zhi4","chǔ zhì","",""
"触犯","chu4 fan4","chù fàn","",""
"穿","chuan1","chuān","",""
"穿越","chuan1 yue4","chuān yuè","",""
"川流不息","chuan1 liu2 bu4? xi1","chuān liú bù xī","成語","(人などの往来が）川の流れのように絶え間なく続く"
"船舶","chuan2 bo2","chuán bó","","船舶"
"传达","chuan2 da4","chuán dà","",""
"传单","chuan2 dan1","chuán dān","",""
"传递","chuan2 di4","chuán dì","",""
"传授","chuan2 shou4","chuán shòu","",""
"传说","chuan2 shuo1","chuán shuō","",""
"传统","chuan2 tong3","chuán tǒng","",""
"传真","chuan2 zhen1","chuán zhēn","",""
"喘气","chuan3 qi4","chuǎn qì","",""
"串","chuan4","chuàn","",""
"窗户","chuang1 hu","chuāng hu","",""
"窗帘","chuang1 lian2","chuāng lián","",""
"床单","chuang2 dan1","chuáng dān","",""
"闯","chuang3","chuǎng","",""
"创立","chuang4 li4","chuàng lì","",""
"创新","chuang4 xin1","chuàng xīn","",""
"创业","chuang4 ye4","chuàng yè","",""
"创造","chuang4 zao4","chuàng zào","",""
"创作","chuang4 zuo4","chuàng zuò","",""
"吹牛","chui1 niu2","chuī niú","",""
"吹捧","chui1 peng3","chuī pěng","",""
"锤","chui2","chuí","",""
"垂直","chui2 zhi2","chuí zhí","",""
"春","chun1","chūn","",""
"纯洁","chun2 jie2","chún jié","",""
"磁带","ci2 dai4","cí dài","",""
"词典","ci2 dian3","cí diǎn","",""
"词汇","ci2 hui4","cí huì","",""
"词语","ci2 yu3","cí yǔ","",""
"慈祥","ci2 xiang2","cí xiáng","",""
"雌雄","ci2 xiong2","cí xióng","",""
"辞职","ci2 zhi2","cí zhí","",""
"此外","ci3 wai4","cǐ wài","",""
"刺","ci4","cì","",""
"刺激","ci4 ji4","cì jì","",""
"次","ci4","cì","",""
"次品","ci4 pin3","cì pǐn","",""
"次序","ci4 xu4","cì xù","",""
"次要","ci4 yao4","cì yào","",""
"伺候","ci4 hou","cì hou","",""
"匆忙","cong1  mang2","cōng máng","",""
"丛","cong2","cóng","",""
"聪明","cong1 ming2","cōng míng","","賢い"
"从","cong2","cóng","",""
"从此","cong2 ci3","cóng cǐ","",""
"从来","cong2 lai2","cóng lái","",""
"从前","cong2 qian2","cóng qián","",""
"从容不迫","cong2 rong2 bu2 po4","cóng róng bú pò","成語","落ち着き払った様子"
"从事","cong2 shi4","cóng shì","",""
"凑合","cou4 he2","còu hé","",""
"粗鲁","cu1 lu","cū lu","",""
"粗心","cu1 xin1","cū xīn","",""
"醋","cu4","cù","",""
"促使","cu4 shi3","cù shǐ","",""
"窜","cuan4","cuàn","",""
"催","cui1","cuī","",""
"摧残","cui can2","cui cán","",""
"脆弱","cui4 ruo4","cuì ruò","",""
"存","cun2","cún","",""
"存在","cun2 zai4","cún zài","",""
"搓","cuo1","cuō","",""
"磋商","cuo1 shang1","cuō shāng","",""
"错","cuo4","cuò","",""
"错误","cuo4 wu4","cuò wù","",""
"措施","cuo4 shi1","cuò shī","",""
"搭","da1","dā","",""
"搭档","da1 dang4","dā dàng","",""
"搭配","da1 pei4","dā pèi","",""
"答应","da1 ying","dā ying","",""
"答案","da1 an4","dā àn","",""
"答辩","da1 bian4","dā biàn","",""
"答复","da1 fu4","dā fù","",""
"达成","da2 cheng2","dá chéng","",""
"达到","da2 dao4","dá dào","",""
"打扮","da3 ban","dǎ ban","",""
"打包","da3 bao1","dǎ bāo","","包んで持ち帰る"
"打电话","da3 dian4 hua4","dǎ diàn huà","","電話をかける"
"打官司","da3 guan1 si1","dǎ guān sī","",""
"打工","da3 gong1","dǎ gōng","","アルバイトする"
"打击","da3 ji1","dǎ jī","",""
"打架","da3 jia4","dǎ jià","","喧嘩する"
"打交道","da3 jiao1 dao4","dǎ jiāo dào","",""
"打篮球","da3 lan2 qiu2","dǎ lán qiú","","バスケットボールをする"
"打量","da3 liang","dǎ liang","",""
"打猎","da3 lie4","dǎ liè","",""
"打喷嚏","da3 pen1 ti4","dǎ pēn tì","","くしゃみをする"
"打扰","da3 rao3","dǎ rǎo","",""
"打扫","da3 sao3","dǎ sǎo","","掃除する"
"打算","da3 suan4","dǎ suàn","",""
"打听","da3 ting1","dǎ tīng","",""
"打印","da3 yin4","dǎ yìn","",""
"打仗","da3 zhang4","dǎ zhàng","",""
"打招呼","da3 zhao1 hu","dǎ zhāo hu","",""
"打折","da3 zhe2","dǎ zhé","",""
"打针","da3 zhen1","dǎ zhēn","",""
"大","da4","dà","",""
"大不了","da4 bu4 liao3","dà bù liǎo","",""
"大臣","da4 chen2","dà chén","",""
"大方","da4 fang1","dà fāng","",""
"大概","da4 gai4","dà gài","",""
"大伙儿","da4 huo3 er","dà huǒ er","",""
"大家","da4 jia1","dà jiā","",""
"大厦","da4 xia4","dà xià","",""
"大使馆","da4 shi3 guan3","dà shǐ guǎn","",""
"大肆","da4 si4","dà sì","",""
"大象","da4 xiang4","dà xiàng","",""
"大意","da4 yi4","dà yì","",""
"大约","da4 yue1","dà yuē","",""
"呆","dai1","dāi","",""
"歹徒","dai3 tu2","dǎi tú","",""
"戴","dai4","dài","",""
"带","dai4","dài","",""
"带领","dai4 ling3","dài lǐng","",""
"代表","dai4 biao3","dài biǎo","",""
"代理","dai4 li3","dài lǐ","",""
"逮捕","dai4 bu3","dài bǔ","",""
"大夫","da4 fu1","dà fū","",""
"怠慢","dai4 man4","dài màn","",""
"待遇","dai4 yu4","dài yù","",""
"担保","dan1 bao3","dān bǎo","",""
"担任","dan1 ren4","dān rèn","",""
"担心","dan1 xin1","dān xīn","",""
"单调","dan1 diao4","dān diào","",""
"单独","dan1 du2","dān dú","",""
"单位","dan1 wei4","dān wèi","",""
"单元","dan1 yuan2","dān yuán","",""
"耽误","dan1 wu","dān wu","",""
"胆怯","dan3 qie4","dǎn qiè","",""
"胆小鬼","dan3 xiao3 gui3","dǎn xiǎo guǐ","",""
"淡","dan4","dàn","",""
"淡季","dan4 ji4","dàn jì","",""
"淡水","dan4 shui3","dàn shuǐ","",""
"蛋白质","dan4 bai2 zhi4","dàn bái zhì","",""
"蛋糕","dan4 gao1","dàn gāo","",""
"诞辰","dan4 chen2","dàn chén","",""
"诞生","dan4 sheng1","dàn shēng","",""
"但是","dan4 shi4","dàn shì","",""
"当","dang1","dāng","",""
"当场","dang1 chang3","dāng chǎng","",""
"当初","dang1 chu1","dāng chū","",""
"当代","dang1 dai4","dāng dài","",""
"当地","dang1 di4","dāng dì","",""
"当面","dang1 mian4","dāng miàn","",""
"当前","dang1 qian2","dāng qián","",""
"当然","dang1 ran2","dāng rán","",""
"当时","dang1 shi2","dāng shí","",""
"当事人","dang1 shi4 ren2","dāng shì rén","",""
"当务之急","dang1 wu4 zhi1 ji2","dāng wù zhī jí","成語","当面の急務"
"当心","dang1 xin1","dāng xīn","",""
"当选","dang1 xuan3","dāng xuǎn","",""
"党","dang3","dǎng","",""
"挡","dang3","dǎng","",""
"档案","dang4 an4","dàng àn","",""
"档次","dang4 ci4","dàng cì","",""
"刀","dao1","dāo","",""
"岛","dao3","dǎo","",""
"岛屿","dao3 yu3","dǎo yǔ","",""
"倒霉","dao3 mei2","dǎo méi","",""
"导弹","dao3 dan4","dǎo dàn","",""
"导航","dao3 hang2","dǎo háng","",""
"导向","dao3 xiang4","dǎo xiàng","",""
"导演","dao3 yan2","dǎo yán","",""
"导游","dao3 you2","dǎo yóu","",""
"捣乱","dao3 luan4","dǎo luàn","",""
"倒","dao3","dǎo","",""
"到","dao4","dào","",""
"到处","dao4 chu4","dào chù","",""
"到达","dao4 da2","dào dá","",""
"到底","dao4 di3","dào dǐ","",""
"道德","dao4 de2","dào dé","",""
"道理","dao4 li3","dào lǐ","",""
"道歉","dao4 qian4","dào qiàn","",""
"稻谷","dao4 gu3","dào gǔ","",""
"盗窃","dao4 qie4","dào qiè","",""
"得不偿失","de2? bu4 chang2 shi1","dé bù cháng shī","成語","得よりも損のほうが大きく割りに合わない"
"得力","de2 li4","dé lì","",""
"得天独厚","de2 tian1 du2 hou4","dé tiān dú hòu","成語","境遇が恵まれている"
"得意","de2 yi4","dé yì","",""
"地","de","de","",""
"的","de","de","",""
"得","de","de","",""
"得","dei3","děi","",""
"蹬","deng1","dēng","",""
"灯","deng1","dēng","",""
"灯笼","deng1 long2","dēng lóng","",""
"登机牌","deng1 ji1 pai2","dēng jī pái","",""
"登陆","deng1 lu4","dēng lù","",""
"登录","deng1 lu4","dēng lù","",""
"等","deng3","děng","",""
"等待","deng3 dai4","děng dài","",""
"等候","deng3 hou4","děng hòu","",""
"等级","deng3 ji2","děng jí","",""
"等于","deng3 yu2","děng yú","",""
"瞪","deng4","dèng","",""
"低","di1","dī","",""
"滴","di1","dī","",""
"堤坝","di1 ba4","dī bà","",""
"敌视","di2 shi4","dí shì","",""
"底","di3","dǐ","",""
"抵达","di3 da2","dǐ dá","",""
"抵抗","di3 kang4","dǐ kàng","",""
"抵制","di3 zhi4","dǐ zhì","",""
"递","di4","dì","",""
"递增","di4 zeng1","dì zēng","",""
"地道","di4 dao4","dì dào","",""
"地理","di4 li3","dì lǐ","",""
"地球","di4 qiu2","dì qiú","",""
"地区","di4 qu1","dì qū","",""
"地势","di4 shi4","dì shì","",""
"地毯","di4 tan3","dì tǎn","","絨毯"
"地铁","di4 tie3","dì tiě","","地下鉄"
"地图","di4 tu2","dì tú","","地図"
"地位","di4 wei4","dì wèi","","地位"
"地震","di4 zhen4","dì zhèn","","地震"
"地址","di4 zhi3","dì zhǐ","","住所"
"地质","di4 zhi4","dì zhì","","地質"
"弟弟","di4 di","dì di","","弟"
"第一","di4 yi1","dì yī","",""
"点","dian3","diǎn","",""
"点头","dian3 tou2","diǎn tóu","",""
"点心","dian3 xin1","diǎn xīn","",""
"点缀","dian3 zhui4","diǎn zhuì","",""
"典礼","dian4 li3","diàn lǐ","",""
"典型","dian4 xing2","diàn xíng","",""
"垫","dian4","diàn","",""
"电池","dian4 chi2","diàn chí","","電池"
"电脑","dian4 nao3","diàn nǎo","","コンピュータ"
"电视","dian4 shi4","diàn shì","","テレビ"
"电台","dian4 tai2","diàn tái","",""
"电梯","dian4 ti1","diàn tī","","エスカレータ"
"电影","dian4 ying3","diàn yǐng","","映画"
"电源","dian4 yuan2","diàn yuán","","電源"
"奠定","dian4 ding4","diàn dìng","",""
"惦记","dian4 ji4","diàn jì","",""
"叼","diao1","diāo","",""
"雕塑","diao1 su4","diāo sù","","彫刻"
"吊","diao4","diào","",""
"钓","diao4","diào","",""
"掉","diao4","diào","",""
"调动","diao4 dong4","diào dòng","",""
"跌","die1","diē","",""
"丁","ding1","dīng","",""
"盯","ding1","dīng","",""
"叮嘱","ding1 zhu3","dīng zhǔ","",""
"顶","ding3","dǐng","",""
"定期","ding4 qi1","dìng qī","",""
"定义","ding4 yi4","dìng yì","","定義"
"丢","diu1","diū","","なくす"
"丢人","diu1 ren2","diū rén","",""
"丢三落四","diu1 san1 luo4 si4","diū sān luò sì","成語","物忘れが激しい様子"
"冬","dong1","dōng","","冬"
"东","dong1","dōng","","東"
"东道主","dong1 dao4 zhu3","dōng dào zhǔ","",""
"东西","dong1 xi1","dōng xī","","モノ"
"懂","dong3","dǒng","","分かる"
"董事长","dong3 shi4 zhang3","dǒng shì zhǎng","","会長"
"栋","dong4","dòng","",""
"冻","dong4","dòng","","凍える"
"冻结","dong4 jie2","dòng jié","","凍結している"
"洞","dong4","dòng","",""
"洞穴","dong4 xue2","dòng xué","","洞穴"
"动画片","dong4 hua4 pian4","dòng huà piàn","","アニメーション"
"动静","dong4 jing4","dòng jìng","",""
"动力","dong4 li4","dòng lì","",""
"动脉","dong4 mai4","dòng mài","",""
"动身","dong4 shen1","dòng shēn","",""
"动手","dong4 shou3","dòng shǒu","",""
"动态","dong4 tai4","dòng tài","",""
"动物","dong4 wu4","dòng wù","",""
"动员","dong4 yuan2","dòng yuán","",""
"动作","dong4 zuo4","dòng zuò","",""
"都","dou1","dōu","",""
"兜","dou1","dōu","",""
"逗","dou4","dòu","",""
"豆腐","dou4 fu","dòu fu","","豆腐"
"斗争","dou4 zheng1","dòu zhēng","",""
"督促","du1 cu4","dū cù","",""
"都市","du1 shi4","dū shì","",""
"读","du2","dú","",""
"独裁","du2 cai3","dú cǎi","",""
"独立","du2 li4","dú lì","",""
"独特","du2 te4","dú tè","",""
"毒品","du2 pin3","dú pǐn","",""
"赌博","du3 bo2","dǔ bó","",""
"杜绝","du4 jue2","dù jué","",""
"肚子","du4 zi","dù zi","",""
"端","duan1","duān","",""
"端午节","duan1 wu3 jie2","duān wǔ jié","","端午節"
"端正","duan1 zheng4","duān zhèng","",""
"短","duan3","duǎn","",""
"短促","duan3 cu4","duǎn cù","",""
"短信","duan3 xin4","duǎn xìn","",""
"段","duan4","duàn","",""
"断","duan4","duàn","",""
"断定","duan4 ding4","duàn dìng","",""
"断断续续","duan4 duan4 xu4 xu4","duàn duàn xù xù ","成語","断続的な様子"
"锻炼","duan4 lian4","duàn liàn","",""
"堆积","dui1 ji1","duī jī","",""
"对","dui4","duì","",""
"对比","dui4 bi3","duì bǐ","",""
"对不起","dui4 bu4 qi3","duì bù qǐ","","ごめんなさい"
"对策","dui4 ce4","duì cè","","対策"
"对称","dui4 chen4","duì chèn","",""
"对方","dui4 fang1","duì fāng","",""
"对付","dui4 fu4","duì fù","",""
"对话","dui4 hua4","duì huà","",""
"对联","dui4 lian2","duì lián","",""
"对面","dui4 mian4","duì miàn","",""
"对手","dui4 shou3","duì shǒu","",""
"对象","dui4 xiang4","duì xiàng","",""
"对应","dui4 ying4","duì yìng","",""
"对于","dui4 yu2","duì yú","",""
"对照","dui4 zhao4","duì zhào","",""
"兑换","dui4 huan4","duì huàn","",""
"兑现","dui4 xian4","duì xiàn","",""
"队伍","dui4 wu","duì wu","",""
"吨","dun1","dūn","",""
"蹲","dun1","dūn","",""
"顿","dun4","dùn","",""
"顿时","dun4 shi2","dùn shí","",""
"多","duo1","duō","",""
"多亏","duo1 kui1","duō kuī","",""
"多么","duo1 me","duō me","",""
"多少","duo1 shao3","duō shǎo","",""
"多元化","duo1 yuan2 hua4","duō yuán huà","",""
"哆嗦","duo1 suo","duō suo","",""
"朵","duo3","duǒ","",""
"躲藏","duo3 cang2","duǒ cáng","",""
"堕落","duo4 luo4","duò luò","",""
"额外","e2 wai4","é wài","",""
"饿","e4","è","",""
"恶化","e4 hua4","è huà","",""
"恶劣","e4 lie4","è liè ","",""
"遏制","e4 zhi4","è zhì","",""
"恩怨","en1 yuan4","ēn yuàn","",""
"而","er2","ér","",""
"而且","er2 qie3","ér qiě","",""
"而已","er2 yi3","ér yǐ","",""
"儿童","er2 tong2","ér tóng","",""
"儿子","er2 zi","ér zi","",""
"耳朵","er3 duo3","ěr duǒ","","耳"
"耳环","er3 huan2","ěr huán","","イヤリング"
"二","er4","èr","","二"
"二氧化碳","er4 yang3 hua4 dan4","èr yǎng huà dàn","名詞","二酸化炭素"
"发","fa1","fā","",""
"发表","fa1 biao3","fā biǎo","",""
"发布","fa1 bu4","fā bù","",""
"发财","fa1 cai2","fā cái","",""
"发愁","fa1 chou2","fā chóu","",""
"发达","fa1 da2","fā dá","",""
"发呆","fa1 dai1","fā dāi","",""
"发抖","fa1 dou2","fā dóu","",""
"发火","fa1 huo3","fā huǒ","",""
"发觉","fa1 jue2","fā jué","",""
"发明","fa1 ming2","fā míng","",""
"发票","fa1 piao4","fā piào","",""
"发烧","fa1 shao1","fā shāo","",""
"发射","fa1 she4","fā shè","",""
"发生","fa1 sheng1","fā shēng","",""
"发誓","fa1 shi4","fā shì","",""
"发现","fa1 xian4","fā xiàn","",""
"发行","fa1 xing2","fā xíng","",""
"发言","fa1 yan2","fā yán","",""
"发炎","fa1 yan2","fā yán","",""
"发扬","fa1 yang2","fā yáng","",""
"发育","fa1 yu4","fā yù","",""
"发展","fa1 zhan3","fā zhǎn","",""
"罚款","fa2 kuan3","fá kuǎn","",""
"法律","fa3 lv4","fǎ lǜ","",""
"法人","fa3 ren2","fǎ rén","",""
"法院","fa3 yuan4","fǎ yuàn","",""
"翻","fan1","fān","",""
"翻译","fan1 yi4","fān yì","","翻訳"
"番","fan1","fān","",""
"繁华","fan2 hua2","fán huá","",""
"繁忙","fan2 mang2","fán máng","",""
"繁体字","fan2 ti3 zi3","fán tǐ zǐ","","繁体字"
"繁殖","fan2 zhi2","fán zhí","","繁殖する"
"烦恼","fan2 nao3","fán nǎo","",""
"凡是","fan2 shi4","fán shì","",""
"反驳","fan3 bo2","fǎn bó","",""
"反倒","fan3 dao3","fǎn dǎo","",""
"反动","fan3 dong4","fǎn dòng","",""
"反对","fan3 dui4","fǎn duì","",""
"反抗","fan3 kang4","fǎn kàng","",""
"反馈","fan3 kui4","fǎn kuì","",""
"反面","fan3 mian4","fǎn miàn","",""
"反射","fan3 she4","fǎn shè","",""
