"word","pinyin","pinyinf","category","meaning"
"风险","feng1 xian3","fēng xiǎn","",""
"封建","feng1 jian4","fēng jiàn","",""
"封锁","feng1 suo3","fēng suǒ","",""
"丰富","feng1 fu4","fēng fù","",""
"丰满","feng1 man3","fēng mǎn","",""
"丰盛","feng1 sheng4","fēng shèng","",""
"丰收","feng1 shou1","fēng shōu","",""
"疯狂","feng1 kuang2","fēng kuáng","",""
"锋利","feng1 li4","fēng lì","",""
"逢","feng2","féng","",""
"讽刺","feng3 ci4","fěng cì","",""
"奉献","feng4 xian4","fèng xiàn","",""
"否定","fou3 ding4","fǒu dìng","",""
"否决","fou3 jue2","fǒu jué","",""
"否认","fou3 ren4","fǒu rèn","",""
"否则","fou3 ze2","fǒu zé","",""
"夫妇","fu1 fu4","fū fù","",""
"夫人","fu1 ren2","fū rén","",""
"敷衍","fu1 yan","fū yan","",""
"扶","fu2","fú","",""
"副","fu2","fú","",""
"幅度","fu2 du4","fú dù","",""
"服从","fu2 cong2","fú cóng","",""
"服气","fu2 qi4?","fú qì","",""
"服务员","fu2 wu4 yuan2","fú wù yuán","",""
"福利","fu2 li4","fú lì","",""
"福气","fu2 qi4","fú qì","",""
"俘虏","fu2 lu3","fú lǔ","",""
"辐射","fu2 she4","fú shè","",""
"腐烂","fu3 lan4","fǔ làn","",""
"腐蚀","fu3 shi2","fǔ shí","",""
"腐朽","fu3 xiu3","fǔ xiŭ","",""
"辅导","fu3 dao3","fǔ dǎo","",""
"辅助","fu3 zhu4","fǔ zhù","",""
"抚养","fu2 yang3","fú yǎng","",""
"俯仰","fu3 yang3","fǔ yǎng","",""
"富","fu4","fù","",""
"富裕","fu4 yu4","fù yù","",""
"副","fu4","fù","",""
"副作用","fu4 zuo4 yong4","fù zuò yòng","",""
"负担","fu4 dan1","fù dān","",""
"负责","fu4 ze2","fù zé","",""
"附和","fu4 he2","fù hé","",""
"附件","fu4 jian4","fù jiàn","",""
"附近","fu4 jin4","fù jìn","",""
"附属","fu4 shu3","fù shǔ","",""
"复活","fu4 huo2","fù huó","","復活する"
"复习","fu4 xi2","fù xí","","復習"
"复兴","fu4 xing1","fù xīng","","復興する"
"复印","fu4 yin4","fù yìn","","コピーする"
"复杂","fu4 za2","fù zá","","複雑"
"复制","fu4 zhi4","fù zhì","","複製する"
"付款","fu4 kuan3","fù kuǎn","","支払う"
"妇女","fu4 nv3","fù nǚ","",""
"父亲","fu4 qin","fù qin","","父親"
"腹泻","fu4 xi4","fù xì","",""
"赋予","fu4 yu3","fù yǔ","",""
"改变","gai3 bian4","gǎi biàn","",""
"改革","gai3 ge2","gǎi gé","",""
"改良","gai3 liang2","gǎi liáng","",""
"改正","gai3 zheng4","gǎi zhèng","",""
"盖","gai4","gài","",""
"盖章","gai4 zhang1","gài zhāng","",""
"概括","gai4 kuo4","gài kuò","",""
"概念","gai4 nian4","gài niàn","",""
"干杯","gan1 bei1","gān bēi","",""
"干净","gan1 jing4","gān jìng","",""
"干扰","gan1 rao3","gān rǎo","",""
"干涉","gan1 she4","gān shè","",""
"干预","gan1 yu4","gān yù","",""
"干燥","gan1 zao4","gān zào","",""
"甘心","gan1 xin1","gān xīn","",""
"敢","gan3","gǎn","",""
"感激","gan3 ji4","gǎn jì","",""
"感觉","gan3 jue2","gǎn jué","",""
"感慨","gan3 kai3","gǎn kǎi","",""
"感冒","gan3 mao4","gǎn mào","","風邪"
"感情","gan3 qing2","gǎn qíng","",""
"感染","gan3 ran3","gǎn rǎn","","感染"
"感受","gan3 shou4","gǎn shòu","",""
"感想","gan3 xiang3","gǎn xiǎng","","感想"
"感谢","gan3 xie4","gǎn xiè","","感謝"
"赶紧","gan3 jin3","gǎn jǐn","",""
"赶快","gan3 kuai4","gǎn kuài","",""
"干","gan1","gān","",""
"干活儿","gan1 huo2? er","gān huó er","",""
"干劲","gan1 jin4","gān jìn","",""
"刚才","gang1 cai2","gāng cái","",""
"刚刚","gang1 gang","gāng gang","",""
"纲领","gang1 ling3","gāng lǐng","",""
"钢铁","gang1 tie3","gāng tiě","",""
"港口","gang3 kou3","gǎng kǒu","",""
"岗位","gang3 wei4","gǎng wèi","","職場、持ち場"
"杠杆","gang4 gan1","gàng gān","",""
"高","gao1","gāo","",""
"高超","gao1 chao1","gāo chāo","",""
"高潮","gao1 chao2","gāo cháo","",""
"高级","gao1 ji2","gāo jí","",""
"高考","gao1 kao3","gāo kǎo","",""
"高明","gao1 ming2","gāo míng","",""
"高速公路","gao1 su4 gong1 lu4","gāo sù gōng lù","名詞","高速道路"
"高兴","gao1 xing4","gāo xìng","",""
"高涨","gao1 zhang3","gāo zhǎng","",""
"搞","gao3","gǎo","",""
"稿件","gao3 jian4","gǎo jiàn","",""
"告别","gao4 bie2","gào bié","",""
"告辞","gao4 ci2","gào cí","",""
"告诫","gao4 ji4","gào jì","",""
"告诉","gao4 su","gào su","",""
"割","ge1","gē","",""
"胳膊","ge1 bo","gē bo","",""
"疙瘩","ge1 da","gē da","",""
"哥哥","ge1 ge","gē ge","","兄"
"歌颂","ge1 song4","gē sòng","",""
"鸽子","ge1 zi","gē zi","",""
"隔壁","ge2 bi4","gé bì","",""
"隔阂","ge2 he2","gé hé","",""
"隔离","ge2 li2","gé lí","",""
"格局","ge2 ju2","gé jú","",""
"格式","ge2 shi4","gé shì","",""
"革命","ge2 ming4","gé mìng","",""
"个","ge4","gè","",""
"个人","ge4 ren2","gè rén","",""
"个体","ge4 ti3","gè tǐ","",""
"个性","ge4 xing4","gè xìng","",""
"个子","ge4 zi","gè zi","",""
"各","ge4","gè","",""
"各抒己见","ge4 shu1 ji3 jian4","gè shū jǐ jiàn","成語","各自の意見を表明する"
"各自","ge4 zi4","gè zì","",""
"给","gei3","gěi","",""
"根","gen1","gēn","",""
"根本","gen1 ben3","gēn běn","",""
"根据","gen1 ju4","gēn jù","",""
"根深蒂固","gen1 shen1 di4 ge4","gēn shēn dì gè","成語","基礎が堅固で動用しない"
"根源","gen1 yuan2","gēn yuán","",""
"跟","gen1","gēn","",""
"跟前","gen1 qian2","gēn qián","",""
"跟随","gen1 sui2","gēn suí","",""
"跟踪","gen1 zong1","gēn zōng","",""
"更新","geng4 xin1","gèng xīn","",""
"更正","geng4 zheng4","gèng zhèng","",""
"更","geng4","gèng","",""
"更加","geng4 jia1","gèng jiā","",""
"公安局","gong1 an1 ju2","gōng ān jú","",""
"公布","gong1 bu4","gōng bù","",""
"公道","gong1 dao4","gōng dào","",""
"公告","gong1 gao4","gōng gào","",""
"公共汽车","gong1 gong4 qi4 che1","gōng gòng qì chē","名詞","バス"
"公关","gong1 guan1","gōng guān","",""
"公斤","gong1 jin1","gōng jīn","",""
"公开","gong1 kai1","gōng kāi","",""
"公里","gong1 li3","gōng lǐ","",""
"公民","gong1 min2","gōng mín","",""
"公平","gong1 ping2","gōng píng","",""
"公婆","gong1 po2","gōng pó","",""
"公然","gong1 ran2","gōng rán","",""
"公认","gong1 ren4","gōng rèn","",""
"公式","gong1 shi4","gōng shì","",""
"公司","gong1 si1","gōng sī","",""
"公务","gong1 wu4","gōng wù","",""
"公寓","gong1 yu4","gōng yù","",""
"公元","gong1 yuan2","gōng yuán","",""
"公园","gong1 yuan2","gōng yuán","",""
"公正","gong1 zheng4","gōng zhèng","",""
"公证","gong1 zheng4","gōng zhèng","",""
"公主","gong1 zhu3","gōng zhǔ","",""
"供不应求","gong4 bu2 ying4 qiu2","gòng bú yìng qiú","成語","供給が需要に追いつかない"
"供给","gong4 ji3","gòng jǐ","","供給"
"工厂","gong1 chang3","gōng chǎng","","工場"
"工夫","gong1 fu1","gōng fū","",""
"工人","gong1 ren2","gōng rén","",""
"工业","gong1 ye4","gōng yè","","工業"
"工具","gong1 ju4","gōng jù","","道具"
"工资","gong1 zi1","gōng zī","","給料"
"工作","gong1 zuo4","gōng zuò","","仕事"
"功夫","gong1 fu1","gōng fū","",""
"功课","gong1 ke4","gōng kè","",""
"功劳","gong1 lao2","gōng láo","",""
"功能","gong1 neng2","gōng néng","","機能"
"功效","gong1 xiao4","gōng xiào","","効果"
"攻击","gong1 ji1","gōng jī","","攻撃"
"攻克","gong1 ke4","gōng kè","",""
"恭敬","gong1 jing4","gōng jìng","",""
"巩固","gong3 gu4","gǒng gù","",""
"共和国","gong4 he2 guo2","gòng hé guó","","共和国"
"共计","gong4 ji4","gòng jì","",""
"共鸣","gong4 ming2","gòng míng","",""
"共同","gong4 tong2","gòng tóng","",""
"贡献","gong4 xian4","gòng xiàn","","貢献"
"勾结","gou1 jie2","gōu jié","",""
"钩子","gou1 zi","gōu zi","",""
"狗","gou3","gǒu","","犬"
"够","gou4","gòu","","十分である"
"构成","gou4 cheng2","gòu chéng","",""
"构思","gou4 si1","gòu sī","",""
"购物","gou4 wu4","gòu wù","","買い物"
"孤单","gu1 dan1","gū dān","","ひとりぼっちである"
"孤独","gu1 du2","gū dú","","孤独"
"孤立","gu1 li4","gū lì","","孤立"
"辜负","gu1 fu4","gū fù","",""
"姑姑","gu1 gu","gū gu","",""
"姑娘","gu1 niang","gū niang","",""
"姑且","gu1 qie3","gū qiě","",""
"估计","gu1 ji4","gū jì","",""
"古代","gu3 dai4","gǔ dài","",""
"古典","gu3 dian3","gǔ diǎn","",""
"古董","gu3 dong3","gǔ dǒng","",""
"古怪","gu3 guai4","gǔ guài","",""
"古老","gu3 lao3","gǔ lǎo","",""
"股东","gu3 dong1","gǔ dōng","",""
"股份","gu3 fen4","gǔ fèn","",""
"股票","gu3 piao4","gǔ piào","",""
"鼓动","gu3 dong4","gǔ dòng","",""
"鼓励","gu3 li4","gǔ lì","",""
"鼓舞","gu3 wu3","gǔ wǔ","",""
"鼓掌","gu3 zhang3","gǔ zhǎng","",""
"骨干","gu3 gan1","gǔ gān","",""
"骨头","gu3 tou2","gǔ tóu","",""
"固定","gu4 ding4","gù dìng","",""
"固然","gu4 ran2","gù rán","",""
"固体","gu4 ti3","gù tǐ","",""
"固有","gu4 you3","gù yǒu","",""
"固执","gu4 zhi","gù zhi","",""
"顾客","gu4 ke4","gù kè","",""
"顾虑","gu4 lv4","gù lǜ","",""
"顾问","gu4 wen4","gù wèn","",""
"故事","gu4 shi4","gù shì","",""
"故乡","gu4 xiang1","gù xiāng","",""
"故意","gu4 yi4","gù yì","",""
"刮风","gua1 feng1","guā fēng","",""
"挂","gua4","guà","",""
"挂号","gua4 hao4","guà hào","",""
"乖","guai1","guāi","",""
"拐弯","guai3 wan1","guǎi wān","",""
"拐杖","guai3 zhang4","guǎi zhàng","",""
"关","guan1","guān","",""
"关闭","guan1 bi4","guān bì","",""
"关怀","guan1 huai2","guān huái","",""
"关系","guan1 xi4","guān xì","",""
"关心","guan1 xin1","guān xīn","",""
"关于","guan1 yu2","guān yú","",""
"官","guan1","guān","",""
"观察","guan1 cha2","guān chá","",""
"观点","guan1 dian3","guān diǎn","",""
"观光","guan1 guang1","guān guān g","",""
"观念","guan1 nian4","guān niàn","",""
"观众","guan1 zhong4","guān zhòng","",""
"管理","guan3 li3","guǎn lǐ","",""
"管辖","guan3 xia2","guǎn xiá","",""
"管子","guan3 zi","guǎn zi","",""
"罐","guan4","guàn","",""
"罐头","guan4 tou2","guàn tóu","",""
"贯彻","guan4 che4","guàn chè","",""
"冠军","guan4 jun1","guàn jūn","",""
"惯例","guan4 li4","guàn lì","",""
"光","guang1","guāng","",""
"光彩","guang1 cai3","guāng cǎi","",""
"光滑","guang1 hua","guāng hua","",""
"光辉","guang1 hui1","guāng huī","",""
"光临","guang1 lin2","guāng lín","",""
"光芒","guang1 mang2","guāng máng","",""
"光明","guang1 ming2","guāng míng","",""
"光盘","guang1 pan2","guāng pán","",""
"光荣","guang1 rong2","guāng róng","",""
"广播","guang3 bo1","guǎng bō","",""
"广场","guang3 chang3","guǎng chǎng","",""
"广大","guang3 da4","guǎng dà","",""
"广告","guang3 gao4","guǎng gào","",""
"广阔","guang3 kuo4","guǎng kuò","",""
"逛","guang4","guàng","",""
"规定","gui1 ding4","guī dìng","",""
"规范","gui1 fan4","guī fàn","",""
"规格","gui1 ge2","guī gé","",""
"规划","gui1 hua4","guī huà","",""
"规律","gui1 lv4","guī lǜ","",""
"规章","gui1 zhang1","guī zhāng","",""
"归根到底","gui1 gen1 dao4 di3","guī gēn dào dǐ","成語","結局のところ"
"归还","gui1 huan2","guī huán","",""
"归纳","gui1 na4","guī nà","",""
"轨道","gui3 dao4","guǐ dào","",""
"跪","gui4","guì","",""
"贵","gui4","guì","",""
"贵族","gui4 zu2","guì zú","",""
"柜台","gui4 tai2","guì tái","",""
"滚","gun3","gǔn","",""
"棍棒","gun4 bang4","gùn bàng","",""
"锅","guo1","guō","",""
"国防","guo2 fang2","guó fáng","",""
"国籍","guo2 ji2","guó jí","",""
"国际","guo2 ji4","guó jì","",""
"国家","guo2 jia1","guó jiā","",""
"国庆节","guo2 ? jie2","guó jié ","",""
"国务院","guo2 wu4 yuan4","guó wù yuàn","",""
"果断","guo3 duan4","guǒ duàn","",""
"果实","guo3 shi2","guǒ shí","",""
"果汁","guo3 zhi4","guǒ zhì","",""
"过","guo4","guò","",""
"过","guo","guo","",""
"过度","guo4 du4","guò dù","",""
"过分","guo4 fen4","guò fèn","",""
"过奖","guo4 jiang3","guò jiǎng","",""
"过滤","guo4 lv4","guò lǜ","",""
"过敏","guo4 min3","guò mǐn","",""
"过期","guo4 qi1","guò qī","",""
"过去","guo4 qu","guò qu","",""
"过失","guo4 shi1","guò shī","",""
"过问","guo4 wen4","guò wèn","",""
"过瘾","guo4 yin3","guò yǐn","",""
"过于","guo4 yu2","guò yú","",""
"哈","ha1","hā","",""
"嗨","hai1","hāi","",""
"还","hai2","hái","",""
"还是","hai2 shi4","háishì","",""
"孩子","hai2 zi","hái zi","",""
"海滨","hai3 bin1","hǎi bīn","",""
"海关","hai3 guan1","hǎi guān","",""
"海鲜","hai3 xian1","hǎi xiān","",""
"海洋","hai3 yang2","hǎi yáng","",""
"害怕","hai4 pa4","hài pà","",""
"害羞","hai4 xiu1","hài xiū","",""
"含义","han2 yi4","hán yì","",""
"寒假","han2 jia3","hán jiǎ","",""
"喊","han3","hǎn","",""
"罕见","han3 jian4","hǎn jiàn","",""
"汗","han4","hàn","",""
"捍卫","han4 wei4","hàn wèi","",""
"汉语","han4 yu3","hàn yǔ","",""
"航班","hang2 ban1","háng bān","",""
"航空","hang2 kong1","háng kōng","",""
"航天","hang2 tian1","háng tiān","",""
"航行","hang2 xing2","háng xíng","",""
"行列","hang2 lie4","háng liè","",""
"行业","hang2 ye4","háng yè","",""
"豪华","hao2 hua2","háo huá","",""
"豪迈","hao2 mai4","háo mài","",""
"毫米","hao2 mi3","háo mǐ","",""
"好","hao3","hǎo","",""
"好吃","hao3 chi1","hǎo chī","",""
"好处","hao3 chu","hǎo chu","",""
"好像","hao3 xiang4","hǎo xiàng","",""
"号","hao4","hào","",""
"号码","hao4 ma3","hào mǎ","",""
"号召","hao4 zhao4","hào zhào ","",""
"耗费","hao4 fei4","hào fèi","",""
"呵","he1","hē","",""
"喝","he1","hē","",""
"河","he2","hé","",""
"和","he2","hé","",""
"和蔼","he2 ai3","hé ǎi","",""
"和解","he2 jie3","hé jiě","",""
"和睦","he2 mu4","hé mù","",""
"和平","he2 ping2","hé píng","",""
"和气","he2 qi","hé qi","",""
"何况","he2 kuang4","hé kuàng","",""
"合并","he2 bing4","hé bìng","",""
"合成","he2 cheng2","hé ché ng","",""
"合法","he2 fa3","hé fǎ","",""
"合格","he2 ge2","hé gé","",""
"合乎","he2 hu1","hé hū","",""
"合伙","he2 huo3","hé huǒ","",""
"合理","he2 li3","hé lǐ","",""
"合身","he2 shen1","hé shēn","",""
"合适","he2 shi4","hé shì","",""
"合同","he2 tong2","hé tóng","",""
"合影","he2 ying3","hé yǐng","",""
"合作","he2 zuo4","hé zuò","",""
"核心","he2 xin1","hé xīn","",""
"盒子","he2 zi","hé zi","",""
"嘿","hei1","hēi","",""
"黑","hei1","hēi","",""
"黑板","hei1 ban3","hēi bǎn","",""
"很","hen3","hěn","",""
"狠心","hen3 xin1","hěn xīn","",""
"恨","hen4","hèn","",""
"恨不得","hen4 bu de","hèn bu de","",""
"哼","heng1","hēng","",""
"横","heng2","héng","",""
"哄","hong1","hōng","",""
"烘","hong1","hōng","",""
"轰动","hong1 dong4","hōng dòng","",""
"红","hong2","hóng","",""
"红包","hong2 bao1","hóng bāo","",""
"宏观","hong2 guan1","hóng guān","",""
"宏伟","hong2 wei3","hóng wěi","",""
"洪水","hong2 shui3","hóng shuǐ","",""
"喉咙","hou2 long","hóu long","",""
"猴子","hour zi","hour zi","",""
"吼","hou3","hǒu","",""
"厚","hou4","hòu","",""
"后代","hou4 dai4","hòu dài","",""
"后顾之忧","hou4 gu4 zhi1 you1","hòu gù zhī yōu","成語","あとになって気になる、憂う"
"后悔","hou4 hui3","hòu huǐ","",""
"后来","hou4 lai2","hòu lái","",""
"后面","hou4 mian4","hòu miàn","",""
"后勤","hou4 qin2","hòu qín","",""
"候选","hou4 xuan3","hòu xuǎn","",""
"忽略","hu1 lv4","hū lǜ","",""
"呼吸","hu1 xi1","hū xī","",""
"呼啸","hu1 xiao4","hū xiào","",""
"呼吁","hu1 yu4","hū yù","",""
"壶","hu2","hú",""," "
"蝴蝶","hu2 die2","hú dié","",""
"胡乱","hu2 luan4","hú luàn","",""
"胡说","hu2 shuo1","hú shuō","",""
"胡同","hu2 tong2","hú tóng","",""
"胡须","hu2 xu1","hú xū","",""
"湖泊","hu2 po1","hú pō","",""
"糊涂","hu2 tu","hú tu","",""
"互联网","hu4 lian2 wang3","hù lián wǎng","",""
"互相","hu4 xiang1","hù xiāng","",""
"护士","hu4 shi","hù shi","",""
"护照","hu4 zhao4","hù zhào","",""
"花","hua1","huā","",""
"花瓣","hua1 ban4","huā bàn","",""
"花生","hua1 sheng1","huā shēng","",""
"花园","hua1 yuan2","huā yuán","",""
"滑冰","hua2 bing1","huá bīng","",""
"划船","hua4 chuan2","huà chuán","",""
"华丽","hua2 li4","huá lì","",""
"华侨","hua2 qiao2","huá qiáo","",""
"华裔","hua2 yi4","huá yì","",""
"画","hua4","huà","",""
"画蛇添足","hua4 she2 tian1 zu2","huà shé tiān zú","成語","よけいな付け足しをする"
"化肥","hua4 fei2","huà féi","",""
"化石","hua4 shi2","huà shí","",""
"化学","hua4 xue2","huà xué","",""
"化验","hua4 yan4","huà yàn","",""
"化妆","hua4 zhuang1","huà zhuāng","",""
"划分","hua4 fen1","huà fēn","",""
"话题","hua4 ti2","huà tí","",""
"话筒","hua4 tong3","huà tǒng","",""
"怀念","huai2 nian4","huái niàn","",""
"怀疑","huai2 yi2","huái yí","",""
"怀孕","huai2 yun4","huái yùn","",""
"坏","huai4","huài","",""
"欢乐","huan1 le4","huān lè","",""
"欢迎","huan1 ying2","huān yíng","",""
"还","huan2","huán","",""
"还原","huan2 yuan2","huán yuán","",""
"环节","huan2 jie2","huán jié","",""
"环境","huan2 jing4","huán jìng","",""
"缓和","huan3 he2","huǎn hé","",""
"换","huan4","huàn","",""
"幻想","huan4 xiang3","huàn xiǎng","",""
"患者","huan4 zhe3","huàn zhě","",""
"荒凉","huang1 liang2","huāng liáng","",""
"荒谬","huang1 miu4","huāng miù","",""
"荒唐","huang1 tang","huāng tang","",""
"慌忙","huang1 mang2","huāng máng","",""
"慌张","huang1 zhang1","huāng zhāng","",""
"黄","huang2","huáng","",""
"黄瓜","huang2 gua1","huáng guā","",""
"黄昏","huang2 hun1","huáng hūn","",""
"皇帝","huang2 di4","huáng dì","",""
"皇后","huang2 hou4","huáng hòu","",""
"恍然大悟","huang3 ran2 da4 wu4","huǎng rán dà wù","成語","はたと思いつく"
"灰","hui1","huī","",""
"灰尘","hui1 chen2","huī chén","",""
"灰心","hui1 xin1","huī xīn","",""
"挥","hui1","huī","",""
"挥霍","hui1 huo4","huī huò","",""
"恢复","hui1 fu4","huī fù","",""
"辉煌","hui1 huang2","huī huáng","",""
"回","hui2","huí","",""
"回避","hui2 bi4","huí bì","",""
"回答","hui2 da2","huí dá","",""
"回顾","hui2 gu4","huí gù","",""
"回收","hui2 shou1","huí shōu","",""
"回忆","hui2 yi4","huí yì","",""
"悔恨","hui3 hen4","huǐ hèn","",""
"毁灭","hui3 mie4","huǐ miè","",""
"会","hui4","huì","",""
"会晤","hui4 wu4","huì wù","",""
"会议","hui4 yi4","huì yì","",""
"汇报","hui4 bao4","huì bào","",""
"汇率","hui4 lv4","huì lǜ","",""
"婚礼","hun1 li3","hūn lǐ","",""
"婚姻","hun1 yin1","hūn yīn","",""
"昏迷","hun1 mi2","hūn mí","",""
"浑身","hun2 shen1","hún shēn","",""
"混合","hun4 he2","hùn hé","",""
"混淆","hun4 xiao2","hùn xiáo","",""
"浑浊","hun2 zhuo2","hún zhuó","",""
"活动","huo2 dong","huó dong","",""
"活该","huo2 gai1","huó gāi","",""
"活力","huo2 li4","huó lì","",""
"活泼","huo2 po","huó po","",""
"火","huo3","huǒ","",""
"火柴","huo3 chai2","huǒ chái","",""
"火车站","huo3 che1 zhan4","huǒ chē zhàn","",""
"火箭","huo3 jian4","huǒ jiàn","",""
"火焰","huo3 yan4","huǒ yàn","",""
"火药","huo3 yao4","huǒ yào","",""
"伙伴","huo3 ban4","huǒ bàn","",""
"或许","huo4 xu3","huò xǔ","",""
"或者","huo4 zhe3","huò zhě","",""
"基本","ji1 ben3","jī běn","",""
"基地","ji1 di4","jī dì","",""
"基因","ji1 yin1","jī yīn","",""
"机场","ji1 chang3","jī chǎng","",""
"机动","ji1 dong4","jī dòng","",""
"机关","ji1 guan1","jī guān","",""
"机会","ji1 hui4","jī huì","",""
"机灵","ji1 ling2","jī líng","",""
"机密","ji1 mi4","jī mì","",""
"机器","ji1 qi4","jī qì","",""
"机械","ji1 xie4","jī xiè","",""
"机遇","ji1 yu4","jī yù","",""
"机智","ji1 zhi4","jī zhì","",""
"鸡蛋","ji1 dan4","jī dàn","",""
"激动","ji1 dong4","jī dòng","",""
"激发","ji1 fa1","jī fā","",""
"激励","ji1 li4","jī lì","",""
"激烈","ji1 lie4","jī liè","",""
"激情","ji1 qing2","jī qíng","",""
"饥饿","ji1 e4","jī è","",""
"几乎","ji1 hu1","jī hū","",""
"积累","ji1 lei4","jī lèi","",""
"肌肉","ji1 rou4","jī ròu","",""
"讥笑","ji1 xiao4","jī xiào","",""
"极","ji2","jí","",""
"极端","ji2 duan1","jí duān","",""
"极其","ji2 qi2","jí qí","",""
"极限","ji2 xian4","jí xiàn","",""
"即便","ji2 bian4","jí biàn","",""
"级别","ji2 bie2?","jí bié","",""
"疾病","ji2 bing4","jí bìng","",""
"嫉妒","ji2 du4","jí dù","",""
"及格","ji2 ge2","jí gé","",""
"及时","ji2 shi2","jí shí","",""
"及早","ji2 zao3","jí zǎo","",""
"急功近利","ji2 gong1 jin4 li4","jí gōng jìn lì","成語","功を急いで目前の利益を求める"
"急剧","ji2 ju4","jí jù","",""
"急忙","ji2 mang2","jí máng","",""
"急切","ji2 qie4","jí qiè","",""
"急于求成","ji2 yu2 qiu2 cheng2","jí yú qiú chéng","成語","成功のために焦る"
"急躁","ji2 zao4","jí zào","",""
"集合","ji2 he2","jí hé","",""
"集体","ji2 ti3","jí tǐ","",""
"集团","ji2 tuan2","jí tuán","",""
"集中","ji2 zhong1?","jí zhōng","",""
"吉祥","ji2 xiang2","jí xiáng","",""
"几","ji3","jǐ","",""
"给予","ji3 yu3","jǐ yǔ","",""
"寄","ji4","jì","",""
"寄托","ji4 tuo1","jì tuō","",""
"继承","ji4 cheng2","jì chéng","",""
"继往开来","ji4 wang3 kai1 lai2","jì wǎng kāi lái","成語","事業を継続して将来の道筋をつける"
"记得","ji4 de","jì de","",""
"记录","ji4 lu4","jì lù","",""
"记性","ji4 xing4","jì xìng","",""
"记忆","ji4 yi4","jì yì","",""
"记载","ji4 zai3","jì zǎi","",""
"记者","ji4 zhe3","jì zhě","",""
"季度","ji4 du4","jì dù","",""
"季节","ji4 jie2","jì jié","",""
"季军","ji4 jun1","jì jūn","",""
"计划","ji4 hua4","jì huà","",""
"计较","ji4 jiao4","jì jiào","",""
"计算","ji4 suan4","jì suàn","",""
"忌讳","ji4 hui4","jì huì","",""
"寂静","ji4 jing4","jì jì ng","",""
"寂寞","ji4 mo4","jì mò","",""
"系领带","xi4 ling3 dai4","xì lǐng dài","",""
"纪录","ji4 lu4","jì lù","",""
"纪律","ji4 lv4","jì lǜ","",""
"纪念","ji4 nian4","jì niàn","",""
"纪要","ji4 yao4","jì yào","",""
"技能","ji4 neng2","jì néng","",""
"技巧","ji4 qiao3","jì qiǎo","",""
"既然","ji4 ran2","jì rán","",""
"迹象","ji4 xiang4","jì xiàng","",""
"家","jia1","jiā","",""
"家常","jia1 chang2","jiā cháng","",""
"家伙","jia1 huo3","jiā huǒ","",""
"家具","jia1 ju4","jiā jù","",""
"家属","jia1 shu3","jiā shǔ","",""
"家庭","jia1 ting2","jiā tíng","",""
"家务","jia1 wu4","jiā wù","",""
"家乡","jia1 xiang1","jiā xiāng","",""
"加班","jia1 ban1","jiā bān","",""
"加工","jia1 gong1","jiā gōng","",""
"加剧","jia1 ju4","jiā jù","",""
"加油站","jia1 you2 zhan4","jiā yóu zhàn","",""
"嘉宾","jia1 bin1","jiā bīn","",""
"佳肴","jia1 yao2","jiā yáo","",""
"夹杂","jia1 za2","jiā zá","",""
"夹子","jia1 zi","jiā zi","",""
"甲","jia3","jiǎ","",""
"假","jia3","jiǎ","",""
"假如","jia3 ru2","jiǎ rú","",""
"假设","jia3 she4","jiǎ shè","",""
"假使","jia3 shi3","jiǎ shǐ","",""
"假装","jia3 zhuang1","jiǎ zhuāng","",""
"嫁","jia4","jià","",""
"价格","jia4 ge2","jià gé","",""
"价值","jia4 zhi2","jià zhí","",""
"驾驶","jia4 shi3","jià shǐ","",""
"煎","jian1","jiān","",""
"肩膀","jian1 bang3","jiān bǎng","",""
"坚持","jian1 chi2","jiān chí","",""
"坚定","jian1 ding4","jiān dìng","",""
"坚固","jian1 gu4","jiān gù","",""
"坚决","jian1 jue2","jiān jué","",""
"坚强","jian1 qiang2","jiān qiáng","",""
"坚韧","jian1 ren4","jiān rèn","",""
"坚实","jian1 shi2","jiān shí","",""
"坚硬","jian1 ying4","jiān yìng","",""
"监视","jian1 shi4","jiān shì","",""
"监狱","jian1 yu4","jiān yù","",""
"尖端","jian1 duan1","jiān duān","",""
"艰巨","jian1 ju4","jiān jù","",""
"艰苦","jian1 ku3","jiān kǔ","",""
"艰难","jian1 nan2","jiān nán","",""
"兼职","jian1 zhi2","jiān zhí","",""
"拣","jian3","jiǎn","",""
"捡","jian3","jiǎn","",""
"剪彩","jian3 cai3","jiǎn cǎi","",""
"剪刀","jian3 dao1","jiǎn dāo","",""
"检查","jian3 cha2","jiǎn chá","",""
"检讨","jian3 tao3","jiǎn tǎo","",""
"检验","jian3 yan4","jiǎn yàn","",""
"简单","jian3 dan1","jiǎn dān","",""
"简化","jian3 hua4","jiǎn huà","",""
"简历","jian3 li4","jiǎn lì","",""
"简陋","jian3 lou4","jiǎn lòu","",""
"简体字","jian3 ti3 zi3","jiǎn tǐ zǐ","",""
"简要","jian3 yao4","jiǎn yào","",""
"简直","jian3 zhi2","jiǎn zhí","",""
"减肥","jian3 fei2","jiǎn féi","",""
"减少","jian3 shao3","jiǎn shǎo","",""
"件","jian4","jiàn","",""
"溅","jian4","jiàn","",""
"鉴别","jian4 bie2","jiàn bié","",""
"鉴于","jian4 yu2","jiàn yú","",""
"间谍","jian4 die2","jiàn dié","",""
"间隔","jian4 ge2","jiàn gé","",""
"间接","jian4 jie1","jiàn jiē","",""
